key	translation
johnny.youre_those_prisoners_survive_help	Эй, вы те пленники! Как вы выжили? Неважно. Вижу, вы не друзья Банде Улья. Давайте помогать друг другу.
johnny.pilot_detention_block_d_kill_balista	Тут есть пилот, такой же пленник. Он в блоке D. Если кто и вытащит вас отсюда, то он. Я доведу вас до него — но сначала помогите убить Балисту.
johnny.crap_coming_elevator_behind	Черт, они идут! Слушайте. За дверью позади вас есть лифт. Я попробую найти другой путь наверх. Встретимся там — надеюсь.
agent.tell_men_relax_take_over	Скажи своим людям расслабиться, детектив. Дальше мы сами.
detective_kong.mercenary_scumbags_wanted_cops	Вы, наемные подонки! Я просил подкрепление — КОПОВ, а не кучку наемников-отморозков!
agent.mayor_deems_insufficient_professionals	Мэр считает ваш отдел... НЕДОСТАТОЧНЫМ для такой ситуации. Предоставьте это профессионалам.
detective_kong.you_oughta	Ты... ты... да я тебя...!
agent.alpha_tango_deploy_streetsweepers	Альфа танго — зета фокстрот. Выпускайте Чистильщиков.
bgradio.precinct9_attacked_by_hive_gang	Сегодня участок 9-го округа атакован печально известной Бандой Улья. Ее лидер, женщина, известная лишь как Балиста — самопровозглашенная королева городского беспредела.
name.newsreader	Диктор
bgradio.balista_army_took_control_station	Армия фанатичных головорезов Балисты быстро захватила участок и забаррикадировалась внутри! Неизвестно, выжил ли кто-то в этой резне!
bgradio.mayor_called_totally_unfair	Мэр кратко прокомментировал атаку, назвав ее «крайне несправедливой». Мы будем вести прямой эфир по мере развития событий!
bgradio.assault_revenge_crime_campaign_hagan	Нападение, вероятно, было местью за недавнюю кампанию комиссара Хагана, в ходе которой погибли несколько главарей Банды Улья.
bgspeaker.balista_station_under_hive_control_no_escape	Говорит Балиста. Участок теперь под контролем Банды Улья. Все выходы перекрыты. Сбежать невозможно.
name.balista	Балиста
bgspeaker.crush_pockets_resistance_head_of_hagan	Всем моим воинам, верным берсеркам: раздавите последние очаги сопротивления! Принесите мне голову комиссара Хагана!
bgspeaker.one_law_do_what_hate_tells	Сегодня есть лишь один закон: делай то, что велит тебе Ненависть!
johnny.youre_that_prisoner_survive_help	Эй, ты тот пленник! Как ты выжил? Неважно. Вижу, ты не друг Банде Улья. Давай помогать друг другу.
punk_leader.die_by_order_of_balista	Умри! По приказу Балисты!
text.kill_all_cops	УБЕЙ\r\n  ВСЕХ\r\nКОПОВ
text.no_mercy	БЕЗ\r\nПОЩАДЫ
text.no	НЕТ
commissioner_hagan.no_how_get_in_help	Нет! Как вы вошли? ПОМОГИТЕ!!
bgradio.metrolaw_deployed_deal_terrorists	Срочная новость: по приказу мэра на борьбу с террористами, захватившими 9-й участок, направлены отряды МетроЛо.
bgradio.obsoletion_traditional_police_privatized_future	Многие считают сегодняшние события доказательством устарелости обычной полиции и того, что полная приватизация — будущее охраны порядка.
bgradio.sponsored_by_metrocorp_brighter_future	Трансляцию спонсирует МетроКорп: Светлое будущее для Санни-Сити. Спокойной ночи!
bgradio.more_snow_expected_holiday_weekend	...с ухудшением погоды и снегопадом на выходных.
punk.heeelp_after_me	Помогите! Оно за мной!
bgspeaker.balista_coward_hagan_give_up	Говорит Балиста! Трус Хаган должен сдаться!
commissioner_hagan.ha_not_likely	Ха! Не дождешься!
bgspeaker.whoever_brings_commissioner_spared_violence	Более того, каждый, кто приведет комиссара — живым или мертвым — избежит дальнейшего насилия!
commissioner_hagan.turn_men_against_me_evil	Так ты натравишь моих людей на меня?! Ах ты злобная, вонючая, кровожадная...
commissioner_hagan.no_one_getting_in_beg	Хватит! НИКТО не войдет! Как бы ни УМОЛЯЛИ!
punk.nice_shot_queen_b	Вуух! Классный выстрел, Королева Би!
text.hive_gang_rulez_2	БАНДА\r\nУЛЬЯ\r\nРУЛИТ
text.mersy	ПОЩАДА
text.obey	ПОВИНУЙСЯ
text.queen	КОРОЛЕВА
text.anarky	АНАРХИЯ
jeff.okay_trusty_plane_ignition	Так, пофмотрим. Я бы швой шамолет фзял, но... и это шойдет. Ешли найду зажигание. А, фот оно.
name.jeff	Джефф
jeff.hold_them_off_work_on_thing	Задержите их, пока я фозьусь ш этой штукой!
jeff.shes_alive_hop_on_board	Она жива! ЖИВА! Запрыгивайте на борт, парни!
sensible_metrocop.dont_let_them_get_away	Не дайте им уйти! Сделайте что-нибудь!
name.metrocop	Метрокоп
metrocop.like_what_shooting_all_out_streetsweepers	Что, например? Мы и так по ним стреляем. И Чистильщики кончились.
jeff.if_after_beer_all_gone_took_my_wings	Ешли ищете мое пиво, его нет. Эти копы ш... ш... забрали его, когда повязали меня. Забрали мои крылья, гады!
jeff.ok_convinced_fly_out	Ладно, вы меня убедили. Дафайте улитаем отшюда!
jeff.waiting_thugs_finish_me_off_one_damn_thing	А тепер жду, когда эти бандиты вернутся и добьют меня. Бежать больше нет шил. Одно за другим...
jeff.never_gonna_fly_again_give_up_grumbles	Неа. Больше не летать... проще шдаться и... [бормочет].
jeff.whats_point_if_they_can_just	Ну то есть, какой шмышл, ешли они могут прочто... хм... это что...
sensible_metrocop.save_excuses_for_boss_idiot	Прибереги отмазки для босса, идиот!
jeff.steady_as_rock_fly_like_one	Не волнуйтешь. Я тверд как шкала. И ЛЕТАТЬ буду как шкала, фот увидите.
jeff.old_by_my_standards_where_part_go	Эта штука штарая даже по моим меркам... Куда эта деталь? Нет, не так...
jeff.first_engine_done_second_tweaking	Хм. Первый двигатель готов, а фторой надо подшаманить. Задержите их еще немного, парни!
jeff.something_wrong_engines_numbskull	Черт! Что-то не так ш двигателями. Какой болван их делал? Дайте минуту под капот заглянуть...
agent.dont_let_assets_escape	Не дайте объектам сбежать!
popup.defeat_pilot_killed	ПОРАЖЕНИЕ\r\nПилот погиб!
thug.my_life_for_balista	ЖИЗНЬ ЗА БАЛИСТУУУ!!!
jeff.emergency_abandon_ship	...ЧРЕЗВЫЧАЙКА!!! Покинуть судно!
jeff.smooth_getaway_considered	Мягкая посадка, ущитывая обштоятельштва!
jeff.kill_crazy_broad	И убейте для меня эту чокнутую, ладно?
jeff.move_your_ass	Шевелись, задница!
jeff.come_on_get_out_of_here	Давай, сваливаем отсюда!
jeff.aint_stick_around_all_night	Не собираюсь торчать тут всю ночь!
jeff.wont_believe_how_survived	Не поверишь, как я выжил. Расскажу потом!
jeff.still_alive_get_in	О, ты еще жив! Залезай!
johnny.give_up_balista_hagan_dead_wanted	Сдавайся, Балиста! Хаган мертв — ты получила, что хотела!
balista.why_stop_now_so_much_fun	А зачем останавливаться, когда так ВЕСЕЛО?
johnny.thanks_help_get_out_far_sunny_city	Спасибо за помощь. Вам лучше валить отсюда. Подальше от Санни-Сити.
johnny.send_postcard	Откротку пришлете, а?
balista.wont_get_rid_me_easily_pig_lovers	Вы так легко от меня не избавитесь, любители копов!
quillhogg.no_hurt_queen_balista	Ты не трогать Королеву Балисту!
jeff.name_jeff_beautiful_beginning	Кстати, я Джефф. Знаешь, это может быть началом чего-то прекрасного...
lord_pinkerton.ruhahaaarrr_huarrrr	РУХААААРРР ХУАРРРР!
spectator.they_dont_give_up	Они не сдаются, да?\r\nМожет, просто не умеют.
name.the_spectator	Наблюдатель
spectator.rest_is_in_order_moments_peace	Думаю, пора отдохнуть. Миг покоя, где-то за теми темными холмами.
spectator.struggle_order_chaos_balance	Но борьба Порядка и Хаоса еще не решена. Чаша весов качнется, и наши герои снова и снова будут возвращаться в Санни-Сити.
spectator.well_played_ladies_gentlemen	А пока что сказать, кроме как:\r\nОтлично сыграно, дамы и господа.
