key	translation
metrocop.like_what_shooting_all_out_streetsweepers	¿Cómo qué? Ya les estamos disparando. Y ya no nos quedan más Barre-calles.
jeff.if_after_beer_all_gone_took_my_wings	Shi vienen por mi cervezha, ya no queda. Eshtosh policíash me la confish... confsh... me la quitaron cuando me arreshtaron. ¡Me quitaron lash alash, los bashtardosh!
jeff.ok_convinced_fly_out	Okey, me convenshieron. ¡Larguémonosh de aquí volando!
jeff.waiting_thugs_finish_me_off_one_damn_thing	Ahora sholo eshtoy eshperando que eshos matonesh vuelvan y acaben conmigo. Ya no tengo ganash de huir. Esh solo una maldita cosha trash otra...
jeff.never_gonna_fly_again_give_up_grumbles	Nop. Nunca volveré a volar... quizhá deba rendirme y sholo [murmullo incomprensible].
jeff.whats_point_if_they_can_just	Quiero decir, ¿qué shentido tiene shi pueden shimplemente... emm... umm... esh esho un...?
sensible_metrocop.save_excuses_for_boss_idiot	¡Guárdate las excusas para el jefe, idiota!
jeff.steady_as_rock_fly_like_one	No she preocupen. Eshtoy firme como una roca. Y VOLARÉ como una, ya verán.
jeff.old_by_my_standards_where_part_go	Eshta cosha esh vieja inclusho para mish eshtándaresh... ¿Dónde va eshta piezha? No, no esh ahí...
jeff.first_engine_done_second_tweaking	Hmmm. El primer motor eshtá lishto, pero el shegundo también neceshita algunosh ajushtesh. ¡Aguanten un poco másh, chicosh!
jeff.something_wrong_engines_numbskull	¡Maldita shea! Algo anda mal con losh motoresh. ¿Qué imbécil trabajó en eshto? Denme un minuto para revishar debajo del capó...
agent.dont_let_assets_escape	¡No dejen que los activos escapen!
popup.defeat_pilot_killed	¡DERROTA\r\nEl piloto murió!
thug.my_life_for_balista	¡¡¡MI VIDA POR BALISTAAAAA!!!
jeff.emergency_abandon_ship	...¡¡¡EMERGENCIA!!! ¡Abandonen la nave!
jeff.smooth_getaway_considered	¡Una fuga shin problemash, conshiderando todo!
jeff.kill_crazy_broad	Y maten a esha loca por mi, ¿quieren?
jeff.move_your_ass	¡¡Muévanshe!!
jeff.come_on_get_out_of_here	¡Vamosh, shalgamosh de aquí!
jeff.aint_stick_around_all_night	¡No piensho quedarme aquí toda la noche!
jeff.wont_believe_how_survived	No van a creer cómo shobreviví. ¡She losh contaré deshpués!
jeff.still_alive_get_in	¡Conque shiguen vivosh! ¡Shuban!
johnny.give_up_balista_hagan_dead_wanted	¡Ríndete, Balista! ¡Hagan está muerto, ya tienes lo que querías!
balista.why_stop_now_so_much_fun	¿Pero por qué parar ahora cuando me ESTOY... DIVIRTIENDO... TANTO?
johnny.thanks_help_get_out_far_sunny_city	Gracias por la ayuda. Será mejor que se vayan de aquí. Lejos de Sunny City.
johnny.send_postcard	Mándenme una postal, ¿vale?
balista.wont_get_rid_me_easily_pig_lovers	¡No se van a librar de mí tan fácilmente, amantes de los cerdos!
quillhogg.no_hurt_queen_balista	¡Tú no hacer daño a Reina Balista!
jeff.name_jeff_beautiful_beginning	Por cierto, me llamo Jeff. ¿Shaben? Eshto podría sher el comienzho de una hermosha...
lord_pinkerton.ruhahaaarrr_huarrrr	¡RUHAHAAAARRR, HUARRRR!
spectator.they_dont_give_up	No se rinden, ¿verdad?\r\nQuizá sea porque no saben cómo.
name.the_spectator	El Espectador
spectator.rest_is_in_order_moments_peace	Ahora, imagino que un descanso vendría bien. Un momento de paz, quizá, en algún lugar más allá de esas colinas oscuras.
spectator.struggle_order_chaos_balance	Pero la lucha entre el Orden y el Caos aún no está decidida. La balanza se inclinará, y nuestros héroes volverán una y otra vez a Sunny City.
spectator.well_played_ladies_gentlemen	Hasta entonces, solo queda decir:\r\nBien jugado, damas y caballeros.
