key	translation
bgradio.precinct9_attacked_by_hive_gang	O 9º Distrito foi atacado hoje pela infame Gangue da Colmeia. Sua líder, conhecida só como Balista, é a rainha autoproclamada do crime.
name.newsreader	Âncora
bgradio.balista_army_took_control_station	Os fanáticos de Balista tomaram a delegacia e se trancaram lá dentro! Não se sabe se alguém sobreviveu ao ataque bárbaro!
bgradio.mayor_called_totally_unfair	O prefeito chamou o ataque de "totalmente injusto". Traremos atualizações ao vivo dessa história emocionante!
bgradio.assault_revenge_crime_campaign_hagan	O ataque foi vingança por campanha recente do Comissário Hagan, onde vários líderes da Gangue morreram.
bgspeaker.balista_station_under_hive_control_no_escape	Aqui é Balista. Esta delegacia está sob controle da Gangue da Colmeia. Todas as saídas seladas. Não há escapatória.
name.balista	Balista
bgspeaker.crush_pockets_resistance_head_of_hagan	A todos meus guerreiros, meus fiéis berserkers: esmaguem os últimos focos de resistência! Tragam-me a cabeça do Comissário Hagan!
bgspeaker.one_law_do_what_hate_tells	Esta noite só há uma lei: Faça o que seu Ódio mandar!
johnny.youre_that_prisoner_survive_help	Ei, você é aquele prisioneiro! Como sobreviveu? Deixa pra lá. Vejo que não é amigo da Gangue da Colmeia. Vamos nos ajudar.
punk_leader.die_by_order_of_balista	Morra! Por ordem da Balista!
text.kill_all_cops	MATEM\r\n  TODOS\r\nTIRAS
text.no_mercy	SEM\r\nPIEDADE
text.no	NÃO
commissioner_hagan.no_how_get_in_help	Não! Como entraram? SOCORRO!!
bgradio.metrolaw_deployed_deal_terrorists	Urgente: Por ordem do prefeito, várias unidades da MetroLaw foram enviadas contra terroristas que tomaram o 9º Distrito.
bgradio.obsoletion_traditional_police_privatized_future	Muitos apontam os eventos como prova da obsolescência da polícia tradicional, e que a segurança privatizada é o futuro.
bgradio.sponsored_by_metrocorp_brighter_future	Transmissão patrocinada pela MetroCorp: Um Futuro Mais Brilhante para Sunny City. Boa noite!
bgradio.more_snow_expected_holiday_weekend	...com mais neve esperada para o feriado.
punk.heeelp_after_me	Socorro! Está atrás de mim!
bgspeaker.balista_coward_hagan_give_up	Aqui é Balista! O covarde do Hagan deve se entregar!
commissioner_hagan.ha_not_likely	Ha! Nem pensar!
bgspeaker.whoever_brings_commissioner_spared_violence	Além disso, quem me trouxer o comissário – vivo ou morto – será poupado!
commissioner_hagan.turn_men_against_me_evil	Então vai virar meus próprios homens contra mim?! Sua maligna, fedorenta, sanguinária...
commissioner_hagan.no_one_getting_in_beg	Chega! NINGUÉM vai entrar! Por mais que IMPLOR EM!
punk.nice_shot_queen_b	Uou! Belo tiro, Rainha B!
text.hive_gang_rulez_2	GANGUE\r\nDA COLMEIA\r\nMANDA
text.mersy	PIEDADE
text.obey	OBEDEÇA
text.queen	RAINHA
text.anarky	ANARQUIA
jeff.okay_trusty_plane_ignition	Ok, vejamosh aqui. Preferia meu fiel avião, mash... ishto serve. Se eu achar a ignição. Ah, aqui eshtá.
name.jeff	Jeff
jeff.hold_them_off_work_on_thing	Segurem-nos enquanto conserto eshta coisa!
jeff.shes_alive_hop_on_board	Ela eshtá viva! ELA ESHTÁ VIVA! Embarquem, pessoal!
sensible_metrocop.dont_let_them_get_away	Não deixem fugir! Façam algo!
name.metrocop	MetroPoli
metrocop.like_what_shooting_all_out_streetsweepers	Como o quê? Já estamos atirando neles. E ficamos sem Varredores.
jeff.if_after_beer_all_gone_took_my_wings	She eshtão atrás da minha cerveja, acabou. Eshes tiras confish... levaram quando me prenderam. Levaram minhas ashas, os deshgraçados!
jeff.ok_convinced_fly_out	Tá, vocês me convenceram. Vamos voar daqui!
jeff.waiting_thugs_finish_me_off_one_damn_thing	Agora shó eshtou eshperando aqueleş bandidos voltarem pra acabar comigo. Não quero mais correr. É uma deshgraça atrás da outra...
jeff.never_gonna_fly_again_give_up_grumbles	Não. Nunca mais vou voar... melhor deshishtir e só [resmungo incompreensível].
jeff.whats_point_if_they_can_just	Quero dizer, qual o shentido se eles podem shó... hmm... aquilo é...?
sensible_metrocop.save_excuses_for_boss_idiot	Guarde suas desculpas pro chefe, idiota!
jeff.steady_as_rock_fly_like_one	Não se preocupem. Eshou firme como uma rocha. E vou VOAR como uma, eshperem só.
jeff.old_by_my_standards_where_part_go	Eshte troço é velho até pros meus padrões... Onde vai eshta peça? Não, não é aqui...
jeff.first_engine_done_second_tweaking	Hmmm. Primeiro motor pronto, mas o shegundo precisa de ajustes também. Segurem-nos mais um pouco!
jeff.something_wrong_engines_numbskull	Droga! Algo errado com os motoresh. Que idiota mexeu nishto? Me dá um minuto pra olhar embaixo do capô...
agent.dont_let_assets_escape	Não deixem os ativos escaparem!
popup.defeat_pilot_killed	DERROTA\r\nO piloto foi morto!
thug.my_life_for_balista	MINHA VIDA PELA BALISTAAAAA!!!
jeff.emergency_abandon_ship	...EMERGÊNCIA!!! Abandonem a nave!
jeff.smooth_getaway_considered	Uma fuga shsuave, considerando tudo!
jeff.kill_crazy_broad	E matem aquela maluca por mim, tá?
jeff.move_your_ass	Mexa shua bunda!
jeff.come_on_get_out_of_here	Vamos, vamos shair daqui!
jeff.aint_stick_around_all_night	Não vou ficar aqui a noite toda!
jeff.wont_believe_how_survived	Você não vai acreditar como shobrevivi. Te conto depois!
jeff.still_alive_get_in	Então você ainda eshtá vivo! Entra!
johnny.give_up_balista_hagan_dead_wanted	Desiste, Balista! Hagan está morto – você conseguiu o que queria!
balista.why_stop_now_so_much_fun	Mas por que parar agora quando estou me DIVERTINDO TANTO?
johnny.thanks_help_get_out_far_sunny_city	Obrigado pela ajuda. É melhor saírem daqui. Para longe de Sunny City.
johnny.send_postcard	Me manda um cartão postal, tá?
balista.wont_get_rid_me_easily_pig_lovers	Vocês não vão se livrar de mim tão fácil, amantes de porcos!
quillhogg.no_hurt_queen_balista	Você não machucar Rainha Balista!
jeff.name_jeff_beautiful_beginning	Aliás, meu nome é Jeff. Shabe, ishto pode ser o começo de algo lindo...
lord_pinkerton.ruhahaaarrr_huarrrr	RUHAHAAAARRR HUARRRR!
spectator.they_dont_give_up	Eles não desistem, né?\r\nTalvez seja porque não sabem como.
name.the_spectator	O Espectador
spectator.rest_is_in_order_moments_peace	Agora, imagino que um descanso seja merecido. Um momento de paz, além daquelas colinas escuras.
spectator.struggle_order_chaos_balance	Mas a luta entre Ordem e Caos ainda não está decidida. A balança vai pender e nossos heróis voltarão a Sunny City.
spectator.well_played_ladies_gentlemen	Até lá, o que dizer senão:\r\nBem jogado, senhoras e senhores.
