key	translation
diag.roof.hagan.scumbags	¡Banda de mercenarios de mierda! ¡Pedí refuerzos, POLICÍAS, no una panda de gatillo fácil!
diag.roof.metrolaw.insufficient	El alcalde considera su departamento... INSUFICIENTE para la situación. Deje esto a los profesionales.
diag.roof.hagan.oughtta	¡Tú... tú... me las...!
diag.roof.metrolaw.streetsweepers	Alfa tango a zeta foxtrot. Desplieguen los Barredores.
diag.news.attack.precinct9	La comisaría de la Novena ha sido atacada hoy por la infame banda Hive. Su líder, una mujer conocida solo como Balista, es la autoproclamada reina del crimen desorganizado de nuestra ciudad.
name.newsreader	Presentador
diag.news.balista.army.barricaded	El ejército de matones fanáticos de Balista tomó rápidamente el control de la comisaría y se atrincheró dentro. ¡No está claro si alguien sobrevivió a la bárbara oleada!
diag.news.mayor.unfair	El alcalde comentó brevemente el ataque, calificándolo de "totalmente injusto". ¡Les traeremos actualizaciones en directo a medida que esta emocionante historia se desarrolla!
diag.news.revenge.campaign	Probablemente el asalto fue un acto de venganza temerario por una campaña reciente contra el crimen liderada por el Comisario Hagan, en la que murieron varios altos cargos de la banda Hive.
diag.radio.balista.sealed.control	Aquí Balista. Esta comisaría está ahora bajo control de la banda Hive. Todas las salidas están selladas. No hay escapatoria.
name.balista	Balista
diag.radio.balista.head.hagan	A todos mis valientes guerreros, mis fieles berserkers: ¡aplastad los últimos focos de resistencia! ¡Traedme la cabeza del Comisario Hagan!
diag.radio.balista.hate.law	¡Esta noche solo hay una ley: Haced lo que vuestro odio os dicte!
diag.blockb.mcbride.survive.again	¡Eh, eres ese prisionero! ¿Cómo demonios sobreviviste? Da igual. Veo que no eres amigo de la banda Hive. Así que ayudémonos.
diag.blockb.hive.die.order	¡Muere! ¡Por orden de Balista!
text.graf.kill.all.cops	MATAD\r\nTODOS\r\nLOS POLIS
text.graf.balista.es.reina	BALISTA\r\n  ES\r\nREINA
text.graf.banda.hive	BANDA HIVE
text.graf.mola	 ¡MOLA!
text.graf.no.mercy	NO\r\nPiedad
text.graf.matar	MATAR
text.graf.no	NO
text.sign.salida	SALIDA
diag.commissioner.no.help	¡No! ¿Cómo habéis entrado? ¡¡AYUDA!!
diag.news.metrolaw.deployed	Última hora: Por orden del alcalde, varias unidades de MetroLaw han sido desplegadas para lidiar con los terroristas que tomaron el control de la comisaría de la Novena esta noche.
diag.news.obsoletion.police	Muchos señalan los eventos de esta noche como prueba de la obsolescencia de la fuerza policial tradicional, y de que la aplicación de la ley totalmente privatizada es sin duda el camino del futuro.
diag.news.metrocorp.sponsored	Esta retransmisión ha sido patrocinada por MetroCorp: Un Futuro más Brillante para Sunny City. ¡Buenas noches!
diag.news.snow.weekend	...con más nieve esperada durante el fin de semana festivo.
diag.commissioner.after.me	¡Socorro! ¡Va a por mí!
diag.radio.balista.coward.hagan	¡Aquí Balista! ¡El cobarde de Hagan debe entregarse!
diag.commissioner.not.likely	¡Ja! ¡Ni hablar!
diag.radio.balista.spared.violence	¡Además, quien me traiga al comisario, vivo o muerto, se librará de más violencia!
diag.commissioner.turn.men.against	¡¿Así que volverás a mis propios hombres contra mí?! ¡Mala, apestosa, sanguinaria...
diag.radio.balista.no.one.in	¡Se acabó! ¡NO va a entrar NADIE! ¡Por mucho que supliquen!
diag.hive.nice.shot.queenb	¡Woooh! ¡Buen tiro, Reina B!
text.sign.bloque	BLOQUE
text.graf.mata.los.todos	MATA\r\nLOS\r\nTODOS
text.graf.hive.gang.rulez2	 HIVE\r\nGANG\r\n¡MOLA!
text.graf.mersy	Piedad
text.graf.obey	OBEDECE
text.graf.queen	REINA
text.graf.anarky	ANARQUÍA
diag.hangar.jeff.trusty.plane	Vale, veamosh qué hay aquí. Preferiría mi fiel avión, pero... eshto shervirá. Shi pudieshe encontrar el contacto. Ah, aquí eshtá.
name.jeff	Jeff
diag.hangar.jeff.hold.off	¡Contenedlos mientrash trabajo en eshta cosha!
diag.hangar.jeff.she.alive	¡Eshtá viva! ¡¡ESHTÁ VIVA!! ¡Subid a bordo, tíos!
diag.hangar.metrolaw.dont.escape	¡No dejéis que se escapen! ¡HACED algo!
name.metrocop	MetroPoli
diag.hangar.metrocop.like.what	¿Como qué? Ya les estamos disparando. Y nos hemos quedado sin Barredores.
diag.hangar.jeff.beer.gone	Shi buscáis mi cerveza, ya no queda. Eshtos maderos me la... me la... quitaron cuando me detuvieron. ¡Me quitaron lash alash, lash bashtardos!
diag.hangar.jeff.fly.out	Vale, me habéish convencido. ¡Salgamosh de aquí volando!
diag.hangar.jeff.waiting.thugs	Ahora eshtoy eshperando a que eshos matonesh vuelvan para liquidarme. No tengo ganash de correr más. Es una maldita cosha trash otra...
diag.hangar.jeff.never.fly	Nada. Nunka volveré a volar... másh vale rendirshe y... [gruñidos incomprensibles].
diag.hangar.jeff.whats.point	Quiero decir ¿qué sentido tiene shi pueden... hmm... umm... ¿esho es una...?
diag.hangar.metrolaw.excuses.boss	¡Ahórrate lash excusas para el jefe, idiota!
diag.hangar.jeff.steady.rock	No osh preocupéish. Eshtoy másh firme que una roca. Y VOLARÉ como una, ya veréish.
diag.hangar.jeff.old.part	Eshta cosha esh vieja incluso para mí... ¿Dónde va eshta pieza? No, ashi no esh...
diag.hangar.jeff.first.engine.done	Hmmm. Primer motor lishto, pero el shegundo también necesitaría un ajushte. ¡Contenedlos un poco másh, tíos!
diag.hangar.jeff.wrong.engines	¡Maldita shea! Algo va mal con los motoresh. ¿Qué idiota tocó eshto? Dejadme revisar bajo el capó...
diag.hangar.metrolaw.assets.escape	¡No dejéis que escapen los activos!
popup.fail.pilot.killed	DERROTA\r\n¡El piloto ha sido asesinado!
diag.roof.hive.life.balista	¡¡¡MI VIDA POR BALISTAAAAA!!!
diag.roof.jeff.emergency.abandon	¡...EMERGENCIA! ¡Abandonad la nave!
diag.roof.jeff.smooth.getaway	¡Una escapada shuave, teniendo en cuenta todo!
diag.roof.mcbride.kill.broad	Y matad a esa majara por mí, ¿vale?
diag.roof.hive.move.ass	¡Mueve el culó!
diag.roof.jeff.get.out	¡Venga, salgamosh de aquí!
diag.roof.jeff.stick.around	¡No voy a quedarme aquí toda la noche!
diag.roof.jeff.survived.later	¡No osh creeréish cómo shobreviví. ¡Luego osh lo cuento!
diag.roof.jeff.still.alive	¡Vaya, siguesh vivo! ¡Sube!
diag.roof.mcbride.give.up.hagan.dead	¡Ríndete, Balista! ¡Hagan está muerto, ya tienes lo que querías!
diag.roof.balista.so.much.fun	¿Pero por qué parar ahora cuando me lo eshtoy pasHando TAN... BIEN?
diag.roof.mcbride.thanks.help	Gracias por la ayuda. Será mejor que os larguéis de aquí. Lejos de Sunny City.
diag.roof.mcbride.postcard	¿Me mandáis una postal, vale?
diag.roof.balista.pig.lovers	¡No os libraréis de mí tan fácil, amantes de cerdos!
diag.roof.hive.no.hurt.queen	¡No hacer daño a la Reina Balista!
diag.roof.jeff.beginning.beautiful	Me llamo Jeffh, por cierto. Sabéish, eshto podría ser el comienzo de una hermosha...
diag.roof.berserker.roar	¡¡RUHAHAAAARRR HUARRRR!!
diag.roof.spectator.dont.give.up	¿No se rinden, verdad?\r\nQuizá es que no saben cómo.
name.spectator	El Espectador
diag.roof.spectator.rest.peace	Ahora, imagino que toca descansar. Un momento de paz, quizá, más allá de esas colinas oscuras.
diag.roof.spectator.struggle.order.chaos	Pero la lucha entre el Orden y el Caos aún no se ha decidido. El equilibrio cambiará, y nuestros héroes volverán una y otra vez a Sunny City.
diag.roof.spectator.well.played	Hasta entonces, ¿qué queda por decir salvo:\r\nBien jugado, damas y caballeros.
