key	translation
jeff.if_after_beer_all_gone_took_my_wings	Shi buhcáis mi cerveza, ya no queda. Ehtoh maderoh me la confih... quitaron cuando me detuvieron. ¡Me quitaron lah alah, loh bahtardoh!
jeff.ok_convinced_fly_out	Vale, me habéih convencido. ¡Vamoh a salir volando de aquí!
jeff.waiting_thugs_finish_me_off_one_damn_thing	Ahora ehhtoy ehperando a que ehhoh matoneh vuelvan y acaben conmigo. Ya no quiero correr máh. Eh una maldita coha tras otra...
jeff.never_gonna_fly_again_give_up_grumbles	Nel. Nunca volveré a volar... máh vale rendirme y... [gruñe incomprensible].
jeff.whats_point_if_they_can_just	Quiero decir, ¿qué shentido tiene shi pueden simplemente... hmm... umm... eh eho un...?
sensible_metrocop.save_excuses_for_boss_idiot	¡Guárdate las excusas para el jefe, idiota!
jeff.steady_as_rock_fly_like_one	No oh preocupéih. Ehtoy fihme como una roca. Y VOLARÉ como una, ya veréih.
jeff.old_by_my_standards_where_part_go	Ehta coha eh vieja incluho para mí... ¿Dónde va ehta pieza? No, ahsí no eh...
jeff.first_engine_done_second_tweaking	Hmmm. Primer motor lihto, pero el hegundo podría necehitar unoh retoqueh máh. ¡Entretenedloh un poco máh, chicoh!
jeff.something_wrong_engines_numbskull	¡Maldita sea! Algo va mal con loh motoreh. ¿Qué zoquete trabajó en ehtoh? Dadme un minuto para mirar bajo el capó...
agent.dont_let_assets_escape	¡No dejéis que los activos escapen!
popup.defeat_pilot_killed	¡DERROTA\r\nEl piloto murió!
thug.my_life_for_balista	¡¡¡MI VIDA POR BALISTAAAAA!!!
jeff.emergency_abandon_ship	...¡¡¡EMERGENCIA!!! ¡Abandonad la nave!
jeff.smooth_getaway_considered	¡Una huida shsuave, teniendo en cuenta todo!
jeff.kill_crazy_broad	¿Y matáis a esa loca por mí, vale?
jeff.move_your_ass	¡Mueve tu culo!
jeff.come_on_get_out_of_here	¡Venga, salgamos de aquí!
jeff.aint_stick_around_all_night	¡No voy a quedarme aquí toda la noche!
jeff.wont_believe_how_survived	¡No creerás cómo shsobreviví. ¡Te lo contaré luego!
jeff.still_alive_get_in	¡Ahshí que shigues vivo! ¡Entra!
johnny.give_up_balista_hagan_dead_wanted	¡Ríndete, Balista! ¡Hagan está muerto, ya tienes lo que querías!
balista.why_stop_now_so_much_fun	¿Pero por qué parar ahora cuando me estoy DIVIRTIENDO TANTO?
johnny.thanks_help_get_out_far_sunny_city	Gracias por la ayuda. Será mejor que salgáis de aquí. Lejos de Ciudad Soleada.
johnny.send_postcard	¿Me enviáis una postal, vale?
balista.wont_get_rid_me_easily_pig_lovers	¡No os libraréis de mí tan fácilmente, amantes de los cerdos!
quillhogg.no_hurt_queen_balista	¡Tú no hacer daño a Reina Balista!
jeff.name_jeff_beautiful_beginning	Por cierto, me llamo Jeff. ¿Sabes? Ehto podría ser el comienzo de algo hermoho...
lord_pinkerton.ruhahaaarrr_huarrrr	¡RUHAHAAAARRR HUARRRR!
spectator.they_dont_give_up	No se rinden, ¿verdad?\r\nQuizá es que no saben cómo.
name.the_spectator	El Espectador
spectator.rest_is_in_order_moments_peace	Ahora, imagino que toca descansar. Un momento de paz, quizá, en algún lugar más allá de esas colinas oscuras.
spectator.struggle_order_chaos_balance	Pero la lucha entre el Orden y el Caos aún no está decidida. La balanza se inclinará y nuestros héroes volverán una y otra vez a Ciudad Soleada.
spectator.well_played_ladies_gentlemen	Hasta entonces, qué decir salvo:\r\nBien jugado, damas y caballeros.
