key	translation
funnyman.real_firepower_time_for	Agora, vamos ver como se saem com fogo de verdade! É hora de...
funnyman.team_blue_still_standing_more	Incrível! O Time Azul ainda está de pé! Vamos com mais!
funnyman.the_last_stand	...O ÚLTIMO CONFRONTO!
bodyguard.um_boss	Ah... chefe?
soldier_2.hee_hee_hee	HEE HEE HEE!
soldier_2.hee_hee	Hee hee!
soldier_2.five	Cinco!
soldier_2.three_hee	Três!\nHee!
soldier_2.two	Dois!
soldier_2.one	Um!
soldier_2.done_hee_hee	Feito!\nHee hee!
soldier_2.wont_bite_hee_hee	Não morde!\nHee hee!
soldier_2.stage_fright_hee_hee	Medo de palco!\nHee hee!
soldier_1.ten	DEZ!
soldier_1.seven_eight	Sete, oito!
soldier_1.three	Três!
soldier_1.last_warning_count_to_ten_move_on	Muito bem, engraçadinho, este é seu último aviso! Vou contar até dez e é melhor você sair daqui!
soldier_1.audience_wont_bite_he_he	Vamos! A plateia não morde! He he!
soldier_1.dont_wanna_end_like_poor_bastards_stagefright	Você não quer acabar como esses coitados. Acho que deu medo de palco neles, he he!
soldier_2.big_star_hee_hee	Grande estrela!\nHee hee!
soldier_1.show_starting_big_star	Vamos! O show está começando e você é a grande estrela.
soldier_2.showtime_hee_hee	Hora do show!\nHee hee!
soldier_1.go_on_meatbags_showtime	Vamos, sacos de carne! Hora do show!
funnyman.idiots_glass_indestructible	Idiotas! Se aquele vidro não fosse perfeitamente indestrutível...
soldier_2.oh_boy	Oh, garoto!
soldier_1.nine	Nove!
soldier_1.is_that_so_meatbag	Ah é, saco de carne?
fighter.you_cant_treat_us_like_this	Vocês não podem nos tratar assim!
funnyman.not_going_back_to_kiddie_hour	Eu NÃO vou voltar para a Hora Infantil!!!
funnyman.you_havent_won	Vocês... não... venceram!...
bgspeaker.why_cant_play_by_rules	Vocês, superlutadores – por que não jogam pelas regras?
name.the_funnyman	O Fanfarrão
bgspeaker.good_career_bio_engineered_morons_ruin	Tenho uma boa carreira e não vou deixar uns idiotas bioengenheirados estragarem tudo!
bgspeaker.you_were_star_broken_toy_soldiers	Você era uma ESTRELA! Dava ao povo o que queria! Sem isso, o que você é? Só soldadinhos quebrados e inúteis!
bgspeaker.public_service_keeping_order_chaos	Não vêem que estamos prestando um serviço público? Mantemos a ordem! Sem Superfighters, haveria CAOS!
bgspeaker.that_hurt_enjoy_killing_you	Isso DOEU! Vou adorar te matar!
bgspeaker.killing_me_wont_change_figurehead_replaced	Matar-me não vai mudar nada! Sou só a fachada... o homem de terno chique. Posso ser substituído... mas não vou deixar isso acontecer!
bgspeaker.what_trying_destroy_show_cant_blow_studio	O que vocês estão tentando fazer, hein? Mesmo que destruam o show, não podem explodir o estúdio inteiro!
bgspeaker.ungrateful_swine_what_without_us	Seus porcos ingratos! O que fariam sem nós?
bgspeaker.roger_alpha3_units_deployed_closing_target	Entendido alfa 3. Todas as unidades em posição, fechando no alvo.
bgspeaker.more_soldiers_coming_trapped_surrender	Mais soldados estão vindo! Vocês estão encurralados aqui! Melhor se renderem!
funnyman.urgh_everyones_a_critic	Urgh – todo mundo é crítico...
funnyman.curtains_down	Cortina... abaixo...
bgspectator.rough_night_huh	Noite dura, hein?
name.shadowy_figure	Figura Sombria
bgspectator.not_getting_off_building_exits_cut	Tenho certeza de que você percebe que não vai sair deste prédio. Todas as saídas estão bloqueadas e mais soldados estão vindo.
bgspectator.suppose_bring_down_broadcasting_tower_stop_signal	Mas suponha que alguém derrubasse a torre de transmissão. Suponha que alguém cortasse o sinal...
bgspectator.what_people_do_without_entertainment	O que as pessoas fariam, será, sem seu precioso entretenimento?
bgspectator.something_to_ponder	É algo para se pensar, suponho.
bgspectator.more_soldiers_keep_moving	Mais soldados estão vindo. É melhor continuar se movendo.
bgspectator.nowhere_to_go_but_up	Só há um caminho: para cima.
bgspectator.out_of_time_coming	Seu tempo está acabando. Eles estão vindo.
bgspectator.hour_getting_late	A hora está ficando tarde.
bgspectator.this_is_your_stop	Esta é a sua parada.
helicopter.taking_hits	Estamos sendo atingidos!
name.pilot	Piloto
helicopter.damn	Droga!
helicopter.pulling_out	Estamos recuando!
helicopter.argh	Argh!
helicopter.didnt_sign_up_for_this	Eu não me alistei para isso!
helicopter.what_the_hell_was_that	Que diabos foi aquilo!
agent.bodies	Corpos?
metrocop.none_found_tower_fell_three_blocks_mess	Nenhum encontrado, senhor. A torre caiu sobre três quarteirões. Unidades a caminho. Está uma bagunça, senhor.
agent.hope_secure_bodies_specimens	Espero, pro seu bem, que você... GARANTA os corpos. Muita gente gostaria de botar as mãos nesses espécimes.
metrocop.oooooh_yes_suppose_so	Oooooh.\n...Sim, suponho que sim.
agent.not_in_that_way_sergeant	Não DESSE jeito, sargento.
newsboy.extra_new_developments_culprits_manhunt	Extra! Extra! Novidades! Os culpados ainda podem estar à solta! Caçada em andamento em...
newsboy.tv_studio_ruins_beloved_profile_cancelled_sunny_times	Extra, extra! Estúdio de TV em ruínas! Queridinho da mídia dado como morto! Show nº1 cancelado! Leia tudo no Sunny City Times!
metrocop.scram_kid	Sai fora, moleque!
newsboy.stop_the_presses	Parem as máquinas!
agent.whole_city_going_insane_worse_feel_it	Esta cidade toda está enlouquecendo. E vai piorar. Eu sinto.
metrocop.amen_to_that	Amém.
metrocop.wanna_do_something_later	Então, quer fazer algo depois?
popup.helicopter_must_be_destroyed	O helicóptero deve ser destruído!
