key	translation
funnyman.idiots_glass_indestructible	¡Idiotas! Si ese cristal no fuera perfectamente indestructible...
soldier_2.oh_boy	¡Oh, vaya!
soldier_1.nine	¡Nueve!
soldier_1.is_that_so_meatbag	¿Ah, sí, saco de carne?
fighter.you_cant_treat_us_like_this	¡No podéis tratarnos así!
funnyman.not_going_back_to_kiddie_hour	¡¡¡NO voy a volver a la Hora Infantil!!!
funnyman.you_havent_won	¡Vosotros... no... habéis ganado!...
bgspeaker.why_cant_play_by_rules	Vosotros, superluchadores, ¿por qué no podéis simplemente seguir las reglas?
name.the_funnyman	El Bromista
bgspeaker.good_career_bio_engineered_morons_ruin	¡Tengo una buena carrera y no voy a dejar que un par de morones de bioingeniería la arruinen!
bgspeaker.you_were_star_broken_toy_soldiers	¡Eras una ESTRELLA! ¡Le dabas al pueblo lo que quería! ¡Sin eso, qué eres? ¡Solo soldaditos de juguete inútiles y rotos!
bgspeaker.public_service_keeping_order_chaos	¿No veis que estamos prestando un servicio público? ¡Mantenemos el orden! ¡Sin Superfighters, habría CAOS!
bgspeaker.that_hurt_enjoy_killing_you	¡Eso DOLIÓ! ¡Voy a disfrutar matándote!
bgspeaker.killing_me_wont_change_figurehead_replaced	¡Matarme no cambiará nada! Solo soy la fachada... el hombre del traje elegante. Puedo ser reemplazado... ¡pero no dejaré que pase!
bgspeaker.what_trying_destroy_show_cant_blow_studio	¿Qué intentáis hacer, eh? ¡Aunque destruyáis el espectáculo, no podéis volar todo el estudio!
bgspeaker.ungrateful_swine_what_without_us	¡Cerdos desagradecidos! ¿Qué haríais sin nosotros?
bgspeaker.roger_alpha3_units_deployed_closing_target	Recibido alfa 3. Todas las unidades desplegadas, nos acercamos al objetivo.
bgspeaker.more_soldiers_coming_trapped_surrender	¡Vienen más soldados! ¡Estáis atrapados aquí! ¡Más os vale rendiros!
funnyman.urgh_everyones_a_critic	Ugh, todo el mundo es crítico...
funnyman.curtains_down	Telón... abajo...
bgspectator.rough_night_huh	Noche dura, ¿eh?
name.shadowy_figure	Figura Sombría
bgspectator.not_getting_off_building_exits_cut	Estoy seguro de que te das cuenta de que no vas a salir de este edificio. Todas las salidas están cortadas y vienen más soldados.
bgspectator.suppose_bring_down_broadcasting_tower_stop_signal	Pero supón que alguien derribara la torre de transmisión. Supón que alguien detuviera la señal...
bgspectator.what_people_do_without_entertainment	¿Qué haría la gente, me pregunto, sin su preciado entretenimiento?
bgspectator.something_to_ponder	Es algo en lo que pensar, supongo.
bgspectator.more_soldiers_keep_moving	Vienen más soldados. Será mejor que sigas moviéndote.
bgspectator.nowhere_to_go_but_up	No hay a dónde ir salvo arriba.
bgspectator.out_of_time_coming	Se te acaba el tiempo. Vienen.
bgspectator.hour_getting_late	Se hace tarde.
bgspectator.this_is_your_stop	Esta es tu parada.
helicopter.taking_hits	¡Nos están dando!
name.pilot	Piloto
helicopter.damn	¡Mierda!
helicopter.pulling_out	¡Nos retiramos!
helicopter.argh	¡Argh!
helicopter.didnt_sign_up_for_this	¡Yo no me alisté para esto!
helicopter.what_the_hell_was_that	¡¿Qué demonios fue eso?!
agent.bodies	¿Cuerpos?
metrocop.none_found_tower_fell_three_blocks_mess	Ninguno encontrado, señor. La torre cayó sobre tres manzanas. Las unidades están en camino. Es un maldito desastre, señor.
agent.hope_secure_bodies_specimens	Por tu bien espero que... ASEGURES los cuerpos. Hay muchos que querrían poner sus manos sobre esos especímenes.
metrocop.oooooh_yes_suppose_so	Oooooh.\n...Sí, supongo que sí.
agent.not_in_that_way_sergeant	No de ESA manera, sargento.
newsboy.extra_new_developments_culprits_manhunt	¡Extra! ¡Extra! ¡Novedades! ¡Los culpables podrían seguir sueltos! ¡Búsqueda en marcha en...
newsboy.tv_studio_ruins_beloved_profile_cancelled_sunny_times	¡Extra, extra! ¡Estudio de TV en ruinas! ¡Querido rostro mediático presuntamente muerto! ¡Programa número 1 cancelado indefinidamente! ¡Léanlo todo! ¡Solo en el Sunny City Times!
metrocop.scram_kid	¡Largo, chaval!
newsboy.stop_the_presses	¡Parad las rotativas!
agent.whole_city_going_insane_worse_feel_it	Toda esta ciudad se está volviendo loca. Y va a empeorar. Lo presiento.
metrocop.amen_to_that	Amén a eso.
metrocop.wanna_do_something_later	Entonces, ¿quieres hacer algo luego?
popup.helicopter_must_be_destroyed	¡El helicóptero debe ser destruido!
