key	translation
soldier_2.done_hee_hee	Готово!\nХи хи!
soldier_2.wont_bite_hee_hee	Не кусается!\nХи хи!
soldier_2.stage_fright_hee_hee	Боязнь сцены!\nХи хи!
soldier_1.ten	ДЕСЯТЬ!
soldier_1.seven_eight	Семь, восемь!
soldier_1.three	Три!
soldier_1.last_warning_count_to_ten_move_on	Слушай, умник, последнее предупреждение! Сейчас считаю до десяти, и лучше бы тебе свалить!
soldier_1.audience_wont_bite_he_he	Давай! Публика не кусается! Хе хе!
soldier_1.dont_wanna_end_like_poor_bastards_stagefright	Не хочешь закончить как эти бедолаги. Видимо, боязнь сцены, хе хе!
soldier_2.big_star_hee_hee	Звезда!\nХи хи!
soldier_1.show_starting_big_star	Давай! Шоу начинается, а ты — звезда.
soldier_2.showtime_hee_hee	Шоу!\nХи хи!
soldier_1.go_on_meatbags_showtime	Давай, мешки с мясом! Шоу начинается!
funnyman.idiots_glass_indestructible	Идиоты! Если бы это стекло не было совершенно неразбиваемым...
soldier_2.oh_boy	Ого!
soldier_1.nine	Девять!
soldier_1.is_that_so_meatbag	Это так, мешок с мясом?
fighter.you_cant_treat_us_like_this	Вы не можете так с нами!
funnyman.not_going_back_to_kiddie_hour	Я НЕ вернусь в Детский Час!!!
funnyman.you_havent_won	Вы... еще... не победили!...
bgspeaker.why_cant_play_by_rules	Эй вы, супербойцы — почему вы не играете по правилам?
name.the_funnyman	Весельчак
bgspeaker.good_career_bio_engineered_morons_ruin	У меня отличная карьера, и я не дам каким-то био-мутантам все испортить!
bgspeaker.you_were_star_broken_toy_soldiers	Ты был ЗВЕЗДОЙ! Ты давал людям то, что они хотели! Без этого кто ты? Просто сломанные игрушечные солдатики!
bgspeaker.public_service_keeping_order_chaos	Вы не понимаете, мы несем службу обществу! Поддерживаем порядок! Без Супербойцов был бы ХАОС!
bgspeaker.that_hurt_enjoy_killing_you	Это БОЛЬНО! Я с удовольствием убью тебя!
bgspeaker.killing_me_wont_change_figurehead_replaced	Убив меня, ничего не изменишь! Я лишь ширма... человек в дорогом костюме. Меня заменят... но я этого не допущу!
bgspeaker.what_trying_destroy_show_cant_blow_studio	Что вы задумали, а? Даже если уничтожите шоу, вам не взорвать всю студию!
bgspeaker.ungrateful_swine_what_without_us	Неблагодарные свиньи! Что бы вы без нас делали?
bgspeaker.roger_alpha3_units_deployed_closing_target	Вас понял, альфа 3. Все отряды выдвинуты, приближаемся к цели.
bgspeaker.more_soldiers_coming_trapped_surrender	Идет подкрепление! Вы в ловушке! Лучше сдавайтесь!
funnyman.urgh_everyones_a_critic	Ох — все критики...
funnyman.curtains_down	Занавес... падает...
bgspectator.rough_night_huh	Тяжелая ночка, а?
name.shadowy_figure	Тень
bgspectator.not_getting_off_building_exits_cut	Уверен, ты понимаешь, что не выйдешь из этого здания. Все выходы отрезаны, идет подкрепление.
bgspectator.suppose_bring_down_broadcasting_tower_stop_signal	Но представь, что кто-то обрушит вещательную башню. Что кто-то остановит сигнал...
bgspectator.what_people_do_without_entertainment	Что будут делать люди, интересно, без своего драгоценного развлечения?
bgspectator.something_to_ponder	Есть над чем подумать, полагаю.
bgspectator.more_soldiers_keep_moving	Идет подкрепление. Тебе лучше двигаться дальше.
bgspectator.nowhere_to_go_but_up	Идти некуда, кроме как вверх.
bgspectator.out_of_time_coming	Твое время на исходе. Они идут.
bgspectator.hour_getting_late	Становится поздно.
bgspectator.this_is_your_stop	Твоя остановка.
helicopter.taking_hits	По нам попали!
name.pilot	Пилот
helicopter.damn	Черт!
helicopter.pulling_out	Отходим!
helicopter.argh	Арргх!
helicopter.didnt_sign_up_for_this	Я на это не подписывался!
helicopter.what_the_hell_was_that	Что это, черт, было?!
agent.bodies	Тела?
metrocop.none_found_tower_fell_three_blocks_mess	Не обнаружены, сэр. Башня рухнула на три квартала. Отряды уже в пути. Полный бардак, сэр.
agent.hope_secure_bodies_specimens	Надеюсь, ради твоего блага, ты... ОБЕСПЕЧИШЬ тела. Многие хотели бы заполучить эти образцы.
metrocop.oooooh_yes_suppose_so	Оооо.\n...Да, пожалуй.
agent.not_in_that_way_sergeant	Не в ЭТОМ смысле, сержант.
newsboy.extra_new_developments_culprits_manhunt	Экстренно! Новые подробности! Преступники могут быть еще на свободе! Розыск начался в...
newsboy.tv_studio_ruins_beloved_profile_cancelled_sunny_times	Срочно! Студия ТВ в руинах! Любимец публики предположительно погиб! Шоу №1 закрыто на неопределенный срок! Читайте в Sunny City Times!
metrocop.scram_kid	Проваливай, малец!
newsboy.stop_the_presses	Стоп пресса!
agent.whole_city_going_insane_worse_feel_it	Весь город сходит с ума. И будет хуже. Чувствую.
metrocop.amen_to_that	Аминь.
metrocop.wanna_do_something_later	Ну что, займемся чем-нибудь потом?
popup.helicopter_must_be_destroyed	Вертолет должен быть уничтожен!
