key	translation
fritzliebe.greatest_triumph_greatest_mistake	Вы — мой величайший триумф... но и моя величайшая ошибка!
fritzliebe.time_rectify_apart_start_again_obey	Пришло время исправить ошибку! Я разберу вас и начну заново. Следующая модель будет лучше. Она будет ПОВИНОВАТЬСЯ.
fritzliebe.take_apart_start_again_perfect	Я разберу вас и начну заново. В этот раз вы будете идеальны!
bgspeaker.children_come_so_far_proud_triumph	Ах, дети! Вы зашли так далеко. Как я горд! Вы — мой величайший научный ТРИУМФ!
bgspeaker.greatest_mistake_rectify_frau_bring_them	Но и моя величайшая ОШИБКА! Пора исправить! Фрау штурмбаннфюрер! Приведите их ко мне!
bgspeaker.kriegbar_escaped_bodes_ill_friend	Хм! Кригбэр сбежал? Это плохой знак для тебя, мой друг!
bgspeaker.my_child_come_so_far_proud_triumph	Ах, дитя мое! Ты зашло так далеко. Как я горд! Ты — мой величайший научный ТРИУМФ!
bgspeaker.greatest_mistake_bring_specimen	Но и моя величайшая ОШИБКА! Пора исправить! Фрау штурмбаннфюрер! Приведите образец!
bgspeaker.kriegbar_escaped_bodes_ill_lieblings	Хм! Кригбэр сбежал? Плохой знак для тебя, любимчик!
bgspeaker.poor_kriegbar_favorite_admit_defeat_terms_surrender	Ах, бедный Кригбэр #2! Он был одним из моих любимцев. Ну ладно... Признаю поражение! Входите, обсудим условия моей капитуляции!
lt_kowalski.dont_look_like_nazis_how_get_out_alive_plural	Вы не похожи на нацистов — как вы выжили?
lt_kowalski.dont_look_like_nazi_how_get_out_alive_singular	Ты не похож на нациста — как ты выжил?
player.urrrgh	Уррргх...
player.where_the_hell	Где я, черт возьми...?
player.oh_right_nazis	Ах да... Нацисты.
player.urrrgh_my_head	Уррргх... голова моя...
irina.what_are_you_german_british	Ты кто? Немец? Британец?
gene.american_and_you_lady_russian	Американец. А ты, дамочка? Русская, верно?
irina.da_remember_captured_tortured	Да. Помню, как меня схватили... пытали...
marcel.mon_dieu_what_hell_going_on	Mon dieu... Что, черт возьми, происходит?
stave.not_going_back_in_tanks	Не знаю, но в один из этих баков я не вернусь.
marcel.me_too_where_are_we_how	Я тоже. Но где мы... Как...?
stave.dont_know_gonna_find_out	Не знаю, но я это выясню.
irina.da_where_are_we	Да... где мы?
stave.not_sticking_around	Не знаю, но торчать здесь не буду.
marcel.symbol_six_sided_sun_sss	Символ Шестигранного Солнца... значит, мы в руках ССС.
stave.hell	Проклятье...
irina.what_do_you_know_about_them	Что ты о них знаешь?
gene.only_nazis_worst_kind	Только то, что они нацисты. Худшего сорта.
irina.fair_enough_idea_what_up_against	Справедливо. Значит, представляешь, с чем мы столкнулись.
marcel.no_regular_nazi_flag_what_is_this	Это не обычное нацистское знамя. Что это?
stave.die_sechs_seitige_sonne_bad_news	Они называют это «Die Sechs-Seitige Sonne». Дурной знак.
irina.what_do_you_know_about_sss	Что ты знаешь о ССС?
stave.secret_society_reich_research_occult	Тайное общество внутри Рейха. Секретные исследования — оружие, биоинженерия, оккультизм...
gene.jeez_regular_nazis_bad_enough	Черт. А я думал, обычных нацистов хватает за глаза.
player.air_raid_give_me_chance	Там воздушный налет? Может, это мой шанс...
gene.air_raid_chance_of_escape	Там воздушный налет? Может, это наш шанс сбежать...
marcel.fear_chances_somewhat_slim	Боюсь, наши шансы довольно малы.
player.way_up_to_surface	Есть ли путь наверх, на поверхность?
player.wont_take_me_alive_devils	Живым не дамся, черти!
player.feel_different_stronger_crazy_doctor	Я чувствую себя... иначе. Сильнее... Что, черт возьми, этот чокнутый доктор со мной сделал?
player.feel_different_stronger_durable	Я чувствую себя... иначе. Сильнее... крепче.
player.angrier	...Злее.
stave.believe_turning_humans_into_weapons	Полагаю, они задумали превратить людей в оружие.
gene.shouldve_thought_twice	Видать, им стоило подумать дважды.
gene.nazis_dont_put_up_fight	Что-то эти нацисты почти не сопротивляются, а?
marcel.never_fighter_now_unstoppable	Странно... Я никогда не был бойцом, а теперь чувствую себя неудержимым!
irina.feel_excellent_physical_condition	Я тоже чувствую себя в отличной форме...
gene.must_be_vitamins_swim_in	Наверное, все дело в тех витаминах, в которых нас купали...
irina.ask_head_scientist_squeeze_neck	Спрошу у главного ученого, когда сожму его нацистскую шею!
stave.what_did_they_do_lift_truck	Что, черт возьми, они со мной сделали? Кажется, я могу поднять грузовик!
irina.ask_scientist_tortured_squeeze_neck	Спрошу у того ученого, что нас пытал... когда сожму его нацистскую шею!
player.kept_old_clothes	Похоже, они сохранили нашу старую одежду.
player.what_the_hell_was_that	Что это, черт возьми, было!
gene.give_it_up_fritzliebe_destroyed_toys	Сдавайся, Фрицлибе! Мы уничтожили все твои игрушки!
gene.glad_same_side_mcbride_army	Рад, что мы на одной стороне. Я лейтенант Юджин Макбрайд, армия США.
irina.sgt_petrovska_red_army	Сержант Ирина Петровская, Красная армия.
marcel.marcel_marie_french_resistance	Марсель Мари, Французское Сопротивление.
gene.uh_oh_whats_that_noise	Ой-ой. Что это за шум?
irina.fought_well_petrovska	Ты хорошо дрался. Я сержант Ирина Петровская.
marcel.enchante_madame_resistance	Enchanté, madame. Марсель Мари, Французское Сопротивление.
gene.mcbride_us_army_ellipsis	Лейтенант Юджин Макбрайд, армия США...
irina.shhh_listen_whats_that	Тсс! Слушайте! Что это?
marcel.allow_introduce_myself_resistance	Позвольте представиться... Марсель Мари, Французское Сопротивление.
gene.mcbride_american	Лейтенант Юджин Макбрайд. Американец.
irina.petrovska_russia	Сержант Ирина Петровская. Россия.
marcel.shh_thought_heard_something	Тсс! Мне показалось, я что-то слышал...
player.incoming	Ложись!
player.here_they_come	Вот они!
player.nazis	Нацисты!
player.look_out	Берегись!
gene.what_about_you_tough_guy	А ты что, здоровяк? Как тебя звать?
stave.me_my_name	Я? Мое имя...
stave.is_stave_rygur	...Стейв Ригур.
gene.thats_not_real_name	Это не настоящее имя!
gene.suit_yourself	Как хочешь.
player.cannons_crazy_doctor_antiair_bombers_chance	Пушки... этот чокнутый доктор говорил о какой-то... системе ПВО. Если уничтожить пушки, у бомбардировщиков будет шанс...
player.nice_and_easy_now	Тихо и спокойно...
player.bombers_fire_see_about_cannons	Бомбардировщикам через ТАКОЙ огонь не пройти. Не нравится мне это... но займемся этими пушками.
player.need_hand_grenade	Мне нужна граната...
player.damn_noise_kill_cannons	Чертов шум! Надо заткнуть эти пушки!
player.better_lob_grenade_barrel	Лучше закинуть гранату в ствол.
player.grenade_barrel_shut_cannons_up	Граната в ствол должна заткнуть эти пушки...
player.blow_them_up_from_inside	Надо взорвать их ИЗНУТРИ!
player.grenade_throat_kill_anything	Ручная граната в глотку убьет что угодно!
player.anybody_got_grenade	У кого-нибудь есть граната?
player.gotta_destroy_cannons	Надо уничтожить эти пушки!
player.grenade_barrel_do_trick	Граната в ствол — то, что надо!
player.destroy_cannons_grenade_barrel	Уничтожь пушки! Граната в ствол справится.
player.destroy_cannons_throwing_grenade_barrel	Уничтожь пушки, бросив гранату в ствол!
player.throw_grenades_into_cannons	Попробуй бросать гранаты ПРЯМО в пушки!
player.two_cannons_to_go	Сработало! Осталось две пушки!
player.one_cannon_left	Осталась одна пушка!
player.all_cannons_gone_bombers_through	Всем пушкам конец! Теперь бомбардировщики пройдут!
player.bring_bombs_get_below_ground	Пусть летят бомбы! Только бы сначала укрыться под землей...
player.good_job_get_below_ground	Отличная работа! Не знаю, как вы, а я бы укрылся под землей.
player.aaaaaaah	Ааааааа!
player.rough_not_dead_yet	Это было... жестко. Но я пока жив.
gene.rough_how_long_unconscious	Это было... жестко. Долго я был без сознания?
irina.snow_no_sun_night_outside	Снег... но солнца нет. Снаружи, должно быть, ночь.
marcel.should_wait_rescue_us	Может, подождем здесь? Вдруг нас спасут.
stave.go_on_castle_isnt_dead	Нет. Идем дальше. Этот замок еще не мертв.
gene.what_makes_you_say_that	С чего ты это взял?
player.argh	Аргх!!!
player.get_door_open_valve_right	Надо открыть эту дверь! Тот вентиль подойдет...
player.get_door_open_try_valve	Открой эту дверь! Попробуй вентиль!
player.get_through_door_try_valve	Надо пройти через эту дверь! Попробуй вентиль!
player.open_door_try_valve	Открой дверь! Попробуй вентиль!
player.try_red_valve	Попробуй тот красный вентиль!
player.door_open_get_inside	Дверь открыта! Забирайся внутрь!
player.the_door_is_open_get_inside	Дверь открыта! Внутрь!
player.get_inside_quick	Внутрь! Быстро!
player.hurry_through_door	Скорее, в дверь!
player.go_go_door_open	Вперед, вперед! Дверь открыта!
player.how_close_door	И как, черт возьми, закрыть эту дверь!
player.close_door	Закрой дверь!
player.second_valve_close_door	Второй вентиль! Закрой дверь!
player.get_door_closed	Закрой эту дверь!
player.close_door_keep_them_out	Закрой дверь! Это их удержит!
player.door_closed_cant_get_in	Дверь закрыта! Им не войти!
player.cant_get_through_rotten_bastards	Теперь вам не пройти, гнилые ублюдки!
player.door_closed	Дверь закрыта!
player.cant_get_through_that	Через ЭТО им не пройти!
player.works_door_closed	Сработало! Дверь закрыта!
