key	translation
lt_kowalski.there_she_goes_mission_accomplished	Lá vai ela, rapazes. Missão cumprida.
us_soldier.someones_coming_out_sir	Alguém está saindo, senhor!
lt_kowalski.nevermind_orders_get_you_out	Deixa pra lá, me conta depois. Minha ordem é tirar vocês daqui o mais rápido possível!
lt_kowalski.if_what_heard_win_this_war	Se o que ouvi é verdade, vocês podem ser exatamente o que precisamos para vencer esta guerra...
bgdoor.roar_rarrr	RARRRRRRRRH!!
name.kriegbar_2	Kriegbär #2
kriegbar.hnnnarrr	HNNNARRRRRRRHHH!
fritzliebe.my_children_killed_poor_kriegbar_2	Ah, meus filhos... vocês mataram o pobre Kriegbär #2.
fritzliebe.greatest_triumph_greatest_mistake	Vocês são meu maior triunfo... mas também meu maior erro!
fritzliebe.time_rectify_apart_start_again_obey	É hora de corrigir esse erro! Vou desmontar vocês e começar de novo. E o próximo modelo será melhor. Ele OBEDECERÁ.
fritzliebe.take_apart_start_again_perfect	Vou ter que desmontar vocês e começar de novo. E desta vez serão perfeitos!
bgspeaker.children_come_so_far_proud_triumph	Ah, crianças! Vocês chegaram tão longe. Como estou orgulhoso! Vocês realmente são meu maior TRIUNFO científico!
bgspeaker.greatest_mistake_rectify_frau_bring_them	Mas também meu maior ERRO! É hora de corrigir! Frau Sturmbannführer! Tragam-nos para mim!
bgspeaker.kriegbar_escaped_bodes_ill_friend	Hm! O Kriegbär escapou? Isso é mau presságio para você, meu amigo!
bgspeaker.my_child_come_so_far_proud_triumph	Ah, meu filho! Você chegou tão longe. Como estou orgulhoso! Você realmente é meu maior TRIUNFO científico!
bgspeaker.greatest_mistake_bring_specimen	Mas também meu maior ERRO! É hora de corrigir! Frau Sturmbannführer! Traga-me o espécime!
bgspeaker.kriegbar_escaped_bodes_ill_lieblings	Hm! O Kriegbär escapou? Mau presságio para você, querido!
bgspeaker.poor_kriegbar_favorite_admit_defeat_terms_surrender	Ah, pobre Kriegbär #2! Era uma de minhas criaturas favoritas. Bem... Admito a derrota. Entrem e discutamos a rendição!
lt_kowalski.dont_look_like_nazis_how_get_out_alive_plural	Vocês não parecem nazistas – como diabos saíram vivos?
lt_kowalski.dont_look_like_nazi_how_get_out_alive_singular	Você não parece nazista – como diabos saiu vivo?
player.urrrgh	Urrrgh...
player.where_the_hell	Onde diabos...?
player.oh_right_nazis	Ah, é... Nazistas.
player.urrrgh_my_head	Urrrgh... minha cabeça...
irina.what_are_you_german_british	O que você é? Alemão? Britânico?
gene.american_and_you_lady_russian	Americano. E você, moça? Russa, certo?
irina.da_remember_captured_tortured	Da. Lembro de ter sido capturada... torturada...
marcel.mon_dieu_what_hell_going_on	Mon dieu... Que diabos está acontecendo?
stave.not_going_back_in_tanks	Não sei, mas não vou voltar pra um daqueles tanques.
marcel.me_too_where_are_we_how	Eu também. Mas onde estamos... Como...?
stave.dont_know_gonna_find_out	Não sei, mas vou descobrir.
irina.da_where_are_we	Da... onde estamos?
stave.not_sticking_around	Não sei, mas não vou ficar por aqui.
marcel.symbol_six_sided_sun_sss	O símbolo do Sol de Seis Lados... então estamos nas mãos da SSS.
stave.hell	Inferno...
irina.what_do_you_know_about_them	O que você sabe sobre eles?
gene.only_nazis_worst_kind	Só que são nazistas. Do pior tipo.
irina.fair_enough_idea_what_up_against	Justo. Então você tem ideia do que enfrentamos.
marcel.no_regular_nazi_flag_what_is_this	Essa não é uma bandeira nazista comum. O que é isso?
stave.die_sechs_seitige_sonne_bad_news	Chamam de 'Die Sechs-Seitige Sonne'. É má notícia.
irina.what_do_you_know_about_sss	O que você sabe sobre a SSS?
stave.secret_society_reich_research_occult	Uma sociedade secreta dentro do Reich. Pesquisa secreta - armas, bioengenharia, ocultismo...
gene.jeez_regular_nazis_bad_enough	Caramba. E eu achando que nazista comum já era ruim o bastante.
player.air_raid_give_me_chance	Tem um ataque aéreo rolando? Isso pode me dar uma chance...
gene.air_raid_chance_of_escape	Tem um ataque aéreo rolando? Pode ser nossa chance de fugir...
marcel.fear_chances_somewhat_slim	Temo que nossas chances sejam bem pequenas.
player.way_up_to_surface	Tem um caminho até a superfície?
player.wont_take_me_alive_devils	Vocês não vão me pegar vivo, seus diabos!
player.feel_different_stronger_crazy_doctor	Me sinto... diferente. Mais forte... Que diabos aquele médico maluco fez comigo?
player.feel_different_stronger_durable	Me sinto... diferente. Mais forte... mais resistente.
player.angrier	...Mais bravo.
stave.believe_turning_humans_into_weapons	Acho que eles queriam transformar gente em arma.
gene.shouldve_thought_twice	Acho que deviam ter pensado duas vezes.
gene.nazis_dont_put_up_fight	Esses nazistas não lutam muito bem, né?
marcel.never_fighter_now_unstoppable	Estranho... nunca fui de lutar, mas agora me sinto imparável!
irina.feel_excellent_physical_condition	Eu também me sinto em excelente forma física...
gene.must_be_vitamins_swim_in	Devem ser todas aquelas vitaminas em que nadamos...
irina.ask_head_scientist_squeeze_neck	Vou perguntar ao cientista-chefe enquanto espremo o pescoço nazista dele!
stave.what_did_they_do_lift_truck	Que diabos fizeram comigo? Sinto que consigo levantar um caminhão!
irina.ask_scientist_tortured_squeeze_neck	Vou perguntar àquele cientista que nos torturou... enquanto espremo o pescoço nazista dele!
player.kept_old_clothes	Acho que guardaram nossas roupas velhas.
player.what_the_hell_was_that	Que diabos foi isso!
gene.give_it_up_fritzliebe_destroyed_toys	Desista, Fritzliebe! Destruímos todos os seus brinquedos!
gene.glad_same_side_mcbride_army	Bom estarmos do mesmo lado. Sou o Lt. Eugene McBride, do Exército dos EUA.
irina.sgt_petrovska_red_army	Sgt. Irina Petrovska, Exército Vermelho.
marcel.marcel_marie_french_resistance	Marcel Marie, Resistência Francesa.
gene.uh_oh_whats_that_noise	Uh-oh. Que barulho é esse?
irina.fought_well_petrovska	Você lutou bem lá atrás. Sou a Sgt. Irina Petrovska.
marcel.enchante_madame_resistance	Enchanté, madame. Marcel Marie, Resistência Francesa.
gene.mcbride_us_army_ellipsis	Lt. Eugene McBride, Exército dos EUA...
irina.shhh_listen_whats_that	Shhh! Escuta! O que é isso?
marcel.allow_introduce_myself_resistance	Permita-me me apresentar... Marcel Marie, Resistência Francesa.
gene.mcbride_american	Lt. Eugene McBride. Americano.
irina.petrovska_russia	Sgt. Irina Petrovska. Rússia.
marcel.shh_thought_heard_something	Shh! Achei que ouvi algo...
player.incoming	Aí vem!
player.here_they_come	Lá vêm eles!
player.nazis	Nazistas!
player.look_out	Cuidado!
gene.what_about_you_tough_guy	E você, durão? Como te chamam?
stave.me_my_name	Eu? Meu nome...
stave.is_stave_rygur	...é Stave Rygur.
gene.thats_not_real_name	Esse não é um nome de verdade!
gene.suit_yourself	Como quiser.
player.cannons_crazy_doctor_antiair_bombers_chance	Canhões... aquele médico maluco falou de um... sistema antiaéreo. Se os canhões caírem, os bombardeiros têm chance...
player.nice_and_easy_now	Devagar e com calma agora...
player.bombers_fire_see_about_cannons	Os bombardeiros não passam por aquele fogo. Não gosto disso... mas vamos ver esses canhões.
player.need_hand_grenade	Preciso de uma granada de mão...
player.damn_noise_kill_cannons	Maldito barulho! Tenho que calar esses canhões!
player.better_lob_grenade_barrel	Melhor jogar uma granada no cano.
player.grenade_barrel_shut_cannons_up	Uma granada no cano deve calar esses canhões...
player.blow_them_up_from_inside	Temos que explodi-los por DENTRO!
player.grenade_throat_kill_anything	Uma granada na garganta mata qualquer coisa!
player.anybody_got_grenade	Alguém tem uma granada?
player.gotta_destroy_cannons	Tenho que destruir esses canhões!
player.grenade_barrel_do_trick	Uma granada no cano deve resolver!
player.destroy_cannons_grenade_barrel	Destrua os canhões! Uma granada no cano deve dar conta.
player.destroy_cannons_throwing_grenade_barrel	Destrua os canhões jogando uma granada no cano!
player.throw_grenades_into_cannons	Tente jogar as granadas DENTRO dos canhões!
player.two_cannons_to_go	Funcionou! Faltam dois canhões!
player.one_cannon_left	Falta um canhão!
player.all_cannons_gone_bombers_through	Acabaram os canhões! Os bombardeiros podem passar agora!
player.bring_bombs_get_below_ground	Mandem as bombas! Mas eu queria estar no subsolo antes...
player.good_job_get_below_ground	Bom trabalho! Não sei vocês, mas eu quero ir pro subsolo.
player.aaaaaaah	Aaaaaaaah!
player.rough_not_dead_yet	Isso foi... bruto. Mas ainda não morri.
gene.rough_how_long_unconscious	Isso foi... bruto. Quanto tempo fiquei desacordado?
irina.snow_no_sun_night_outside	Tem neve... mas sem sol. Deve ser noite lá fora.
marcel.should_wait_rescue_us	Devemos esperar aqui? Talvez nos resgatem.
stave.go_on_castle_isnt_dead	Não. Vamos em frente. Este castelo ainda não morreu.
gene.what_makes_you_say_that	O que te faz dizer isso?
player.argh	Argh!!!
player.get_door_open_valve_right	Tenho que abrir essa porta! Aquela válvula parece certa...
player.get_door_open_try_valve	Abra essa porta! Tente a válvula!
player.get_through_door_try_valve	Precisamos passar por essa porta! Tente a válvula!
player.open_door_try_valve	Abra essa porta! Tente a válvula!
player.try_red_valve	Tente aquela válvula vermelha!
player.door_open_get_inside	A porta abriu! Tenho que entrar!
player.the_door_is_open_get_inside	A porta está aberta! Entrem!
player.get_inside_quick	Entrem! Rápido!
player.hurry_through_door	Rápido, pela porta!
player.go_go_door_open	Vai, vai! A porta está aberta!
player.how_close_door	Agora como diabos fecho a porta!
player.close_door	Feche a porta!
player.second_valve_close_door	Segunda válvula! Feche a porta!
player.get_door_closed	Feche essa porta!
player.close_door_keep_them_out	Feche a porta! Isso vai mantê-los fora!
player.door_closed_cant_get_in	A porta fechou! Eles não podem entrar!
player.cant_get_through_rotten_bastards	Vocês não passam agora, seus canalhas podres!
player.door_closed	Porta fechada!
player.cant_get_through_that	Eles não passam por ESSA!
player.works_door_closed	Funcionou! A porta está fechada!
